"Title","Authors","Date","Codigo","JEL","Palabras.Claves","Keywords","Resumen","Abstract","Idioma"
"Evaluación y análisis de eficiencia de la educación en Colombia","Iregui-Bohórquez, Ana María;Melo-Becerra, Ligia Alba;Ramos-Forero, Jorge Enrique","2006-03-01","Borradores de Economía; No. 381","D61;I21","Análisis de eficiencia;Frontera estocástica;Colombia;Educación",NA,"En este documento se presenta una visión amplia de los problemas y del funcionamiento del sector educativo en Colombia, con énfasis en la educación pública. Con este fin, en primer lugar, se realiza una evaluación detallada de las normas sobre descentralización educativa, así como de aquellas que rigen la carrera docente en el país; también se evalúa el comportamiento reciente de indicadores de gasto público, cobertura, eficiencia, calidad, se presentan algunas comparaciones internacionales y el esquema de remuneración e incentivos de los docentes. En segundo lugar, se mide el impacto sobre el rendimiento académico de factores asociados al colegio y al entorno socioeconómico de los estudiantes, y se estiman los niveles de eficiencia de una muestra de 4.542 colegios públicos y privados en el año 2002. Para este ejercicio se estima una función de producción del sistema educativo, utilizando técnicas de frontera estocástica. Los resultados indican que las variables asociadas a la infraestructura de los colegios y al entorno socioeconómico de los estudiantes, tienen un impacto positivo y significativo sobre el logro académico. En términos de eficiencia, los resultados muestran que los colegios privados se podrían estar beneficiando de condiciones de entorno más favorables, teniendo en cuenta que estos, en promedio, atienden alumnos de 05res ingresos. No obstante, cuando se asumen entornos equivalentes, no existen grandes diferencias en los niveles de eficiencia entre colegios públicos y privados.",NA,"spa"
"El acceso de Colombia al financiamiento externo durante el siglo XX: una síntesis","Avella, Mauricio","2006-03-01","Borradores de Economía; No. 387","N31;N50","Financiamiento;Externo;Siglo XX",NA,"El acceso de Colombia y otros países latinoamericanos al financiamiento externo durante el siglo XX estuvo dominado por fases alternas de auge y receso en los mercados internacionales de capitales. Las relaciones entre los acreedores y los deudores fueron afectadas frecuentemente por el incumplimiento de los compromisos contractuales, incluyendo la cesación de pagos. Pero las renegociaciones, en unos casos, o los acercamientos entre acreedores y deudores, en otros, constituyeron el mecanismo mediante el cual se restableció la relación de largo plazo entre acreedores y deudores.",NA,"spa"
"Evaluación de reglas de tasa de interés en un modelo de economía pequeña y abierta","Pérez-Amaya, Julián Mauricio","2006-03-01","Borradores de Economía; No. 385","E31;E32;E52;F41","Inflación objetivo;Economía pequeña y abierta;Modelos de equilibrio general Estocástico y dinámico;Colombia",NA,"Empleando un modelo de equilibrio general dinámico y estocástico para una economía pequeña y abierta con imperfecciones y rigideces en el sector no transable calibrado para Colombia, se estudia la conveniencia de que la autoridad monetaria fije como medida de inflación objetivo en su función de reacción la inflación total, la inflación doméstica o la inflación externa, en un contexto en el cual la fuente de las fluctuaciones proviene del sector externo y de choques en la productividad en cada uno de los sectores. Dada la existencia de una curva de Phillips aumentada por expectativas en el sector no transable, la política monetaria implica un trade-off entre la incertidumbre sobre la inflación y la variabilidad del producto. Se encuentra que este trade-off varía de acuerdo a la medida de inflación incluida en la función de reacción de la autoridad monetaria. Además, se encuentran los siguientes resultados: Una regla de tasa de interés que responde a la inflación no transable, es la más efectiva en reducir la variabilidad del producto, al costo de tener una inflación total más volátil que en los otros dos regímenes estudiados. En el caso de tener un régimen que responde a la inflación transable se genera más volatilidad en el producto con un nivel de volatilidad medio en la inflación. La política más efectiva para reducir la variabilidad de la inflación total, es aquella en que el banco central responde a la inflación total. Dado que este régimen genera una volatilidad media en el producto, puede ser considerado como el mejor régimen en términos de minimización de la variabilidad del producto y de la inflación total.",NA,"spa"
"Algunos criterios para evaluar una meta de inflación de largo plazo","López-Piñeros, Martha Rosalba","2006-03-01","Borradores de Economía; No. 386","E52;O42;E58;E41;E31","Inflación;Bienestar;Demanda por dinero;Inflacion objetivo",NA,"Uno de los hechos estilizados más recientes alrededor del mundo es que, después de varias décadas, se está convergiendo a una inflación baja y estable.  Algunos países ya llegaron a su estado estacionario en este sentido y otros aún están en proceso de desinflación. Dado que la inflación inflinge costos en el bienestar de los agentes y frena el crecimiento económico de largo plazo, este es uno de los logros más importantes de las autoridades monetarias. No obstante,  en el corto plazo el proceso desinflacionario puede tener impacto negativo sobre el producto y el empleo. Este trabajo presenta algunos criterios que son relevantes en la determinación del nivel de inflación de largo plazo y cómo el régimen de política monetaria de Inflación-objetivo permite disminuir los costos asociados al proceso desinflacionario en la medida que la política monetaria gana credibilidad.",NA,"spa"
"La tasa de desempleo de largo plazo en Colombia","Arango-Thomas, Luis Eduardo;Posada, Carlos Esteban","2006-03-01","Borradores de Economía; No. 388","E24;J23;C32;J32;J60","Tasa de desempleo;Costos laborales distintos del salario;Acumulación de capital;Cointegración",NA,"Se estima el componente de largo plazo de la tasa de desempleo en Colombia para los últimos veinte años. De acuerdo con los resultados, los principales determinantes del componente permanente de la tasa de desempleo son el salario real por hora, los costos laborales no salariales y la tasa de acumulación de capital. Dadas las propiedades estadísticas de las variables se adoptó un enfoque de cointegración.",NA,"spa"
"The time-varying long-run unemployment rate: the colombian case","Arango-Thomas, Luis Eduardo;Posada, Carlos Esteban","2006-03-01","Borradores de Economía; No. 389","J32;J23;J60;E24;C32","Tasa de desempleo;Costos laborales distintos del salario;Acumulación de capital;Cointegración","Unemployment rate;Labor costs;capital accumulation;Cointegration",NA,"The long-run component of the Colombian unemployment rate is estimated for the last twenty years. According to the results, the main determinants of the permanent component of the unemployment rate are the real hourly wage, the non-wage labor costs and th","spa"
"La educación primaria y secundaria en Colombia en el siglo XX","Ramírez-Giraldo, María Teresa;Téllez-Corredor, Juana Patricia","2006-03-01","Borradores de Economía; No. 379","I21;N36;A20","Educación;Colombia;Politicas educativas",NA,"Este artículo analiza la evolución de la educación primaria y secundaria en Colombia durante el siglo XX desde una perspectiva de largo plazo. Se estudian las principales políticas educativas así como los cambios institucionales y organizacionales que ocurrieron. Se analiza la financiación de la educación, el comportamiento de las principales variables educativas y se examina la evolución de calidad de la educación en el país. Se encontró que la expansión de la educación, tanto primaria como secundaria a lo largo de la primera mitad el siglo XX fue muy lenta. Las transformaciones educativas sólo empezaron a ocurrir en la década de los cincuenta, cuando se presentó un rápido y sostenido crecimiento económico y un cambio significativo en la estructura económica y demográfica del país. Desde 1950 y hasta mediados de los setenta, los indicadores educativos crecieron a un ritmo nunca antes visto. Sin embargo, la expansión de los indicadores educativos se freno desde mediados de los setenta y hasta principios de los ochenta, cuando se dio una nueva expansión en los mismos que se mantuvo hasta finales de siglo. A pesar de estos grandes avances durante la segunda mitad del siglo XX, al finalizar los noventa el sector educativo Colombiano seguía presentando bajos niveles de cobertura, eficiencia y calidad así como vaguedad en las competencias y obligaciones en términos administrativos y financieros de los diferentes niveles gubernamentales.",NA,"spa"
"Determinantes de la elección de administradora de pensiones: primeras estimaciones a partir de agregados","Arango-Thomas, Luis Eduardo;Melo-Velandia, Luis Fernando","2006-03-01","Borradores de Economía; No. 383","G23;C23","Administradora de Fondos de Pensiones (AFP);Rentabilidad;Cointegración panel",NA,"Utilizando información del sistema de ahorro individual entre 1998 y 2005, se encuentra evidencia de que la tasa de retorno real de los fondos y la población ocupada son los determinantes principales del número de cotizantes a las distintas AFP. El valor promedio del fondo, utilizado como proxy de otras variables como la capacidad que tiene cada administradora de difundir su producto y de contactar potenciales afiliados, no resultó significativo. Se utiliza la técnica de cointegración panel de Groen y Kleinbergen (2003).",NA,"spa"
"A market risk approach to liquidity risk and financial contagion","Estrada, Dairo Ayiber;Osorio, Daniel","2006-03-01","Borradores de Economía; No. 384","G33;G21;L14","Administradora de Fondos de Pensiones (AFP);Rentabilidad;Cointegración panel","Liquidity manager;Liquidity risk;Market risk;Systemic risk;Financial contagion;Mark-to-market",NA,"According to traditional literature, liquidity risk in individual banks can turn into a system-wide financial crisis when either interbank credit exposures or bank runs are present. This paper shows that this phenomenon can also arise when individual liqu","spa"
"El riesgo de mercado de la deuda pública: ¿una restricción a la política monetaria?: el caso colombiano","Vargas-Herrera, Hernando","2006-03-01","Borradores de Economía; No. 382","E52;E44","Política monetaria;Riesgos de mercado",NA,"El presente trabajo ilustra cómo los altos niveles de deuda pública, a través de los riesgos de mercado, pueden convertirse en una restricción para la ejecución de la política monetaria. Dependiendo de donde se financie el sector público, un nivel grande de deuda pública se refleja en una importante exposición de éste al riesgo cambiario y/o en una exposición sustancial del sistema financiero a los riesgos de mercado. Ante esta situación, un choque a la cuenta de capitales que genere una fuerte depreciación de la moneda y una caída en los precios de los títulos de deuda pública podría restringir las acciones de la autoridad monetaria. Una política restrictiva encaminada a cumplir las metas inflacionarias podría generar pérdidas importantes por valoración en el portafolio de las instituciones financieras, afectando de esta manera la estabilidad del sistema. El documento discute por qué los riesgos de mercado de la   deuda pública son un problema latente en Colombia a la vez que se discute cómo podría responder el banco central ante una salida de capitales.",NA,"spa"
"Una aproximación a la dinámica de las tasas de interés de corto plazo en Colombia a travÉs de modelos GARCH multivariados","Melo-Velandia, Luis Fernando;Becerra-Camargo, Oscar Reinaldo","2006-02-01","Borradores de Economía; No. 366","E43;C32;C52","Modelos VARX;Modelos GARCH multivariados;funciÓn de impulso respuesta en varianza (VIRF)",NA,"Este documento estudia una parte relevante del mecanismo de transmisión de la política monetaria asociado con el crédito bancario. Con tal objeto se estima un modelo VARXGARCH multivariado para establecer la relación, en frecuencia diaria, entre dos tasas de interés de corto plazo, la CDT y la TIB y una de las tasas de intervención del Banco de la República, la tasa de subasta de expansión, SEXP, en el periodo 01 de 2001 - septiembre de 2005. Este tipo de modelos tiene la ventaja de que no solo incorpora las interacciones entre los niveles (o variaciones) de estas series, si no que también modela las relaciones entre las volatilidades de las variables endógenas del modelo. Posteriormente, se realizan análisis de impulso respuesta en niveles (IRF y MA) y en volatilidades (VIRF). En niveles, se encuentra que la variable que más responde a choques sobre variables endógenas y exógenas del modelo, es la TIB. La respuesta de la tasa CDT ante un choque de 100 puntos básicos (p.b.) en SEXP oscila alrededor de 7 p.b., mientras que la respuesta de la TIB ante ese mismo choque es inicialmente de 68 p.b. y finalmente se estabiliza en 38 p.b.. Sin embargo, cuando se consideran muestras más recientes el efecto de SEXP sobre la TIB aumenta, lo cual indica una relación más estrecha entre los instrumentos de política y la meta operativa del BR. Para la muestra 2003-2005 la respuesta de la TIB a un choque en SEXP es inicialmente de 82 p.b. y converge a 56 p.b. Analizando los efectos cruzados, se observa que la respuesta de la TIB ante choques en la CDT es casi nula, mientras la CDT responde de manera significativa a choques en la TIB. Es así, como un aumento de 100 p.b. en la TIB incrementa aproximadamente 8.5 p.b. la tasa CDT. Todos estos efectos son permanentes. El análisis VIRF es realizado para diferentes tipos de choques. Sin embargo, los resultados muestran que no existen patrones claramente diferenciables para los distintos tipos de choques analizados. Esto indica que con respecto a otros tipos de choques, los que realiza el Banco Central a través de cambios en la tasa de subasta de expansión no afectan de manera diferente las volatilidades de las series. También se encuentra que en términos de volatilidad la variable que presenta una 05r respuesta ante diferentes choques al igual que en choques en niveles es la TIB, con un efecto aproximado de tres meses. Adicionalmente, al comparar los efectos sobre la volatilidad de la TIB con los de la CDT, se observa que aunque la magnitud de respuesta de la volatilidad de la tasa CDT es menor, su persistencia es más alta.",NA,"spa"
"Productividad regional y sectorial en Colombia: análisis utilizando datos de panel","Iregui-Bohórquez, Ana María;Melo-Velandia, Luis Fernando;Ramírez-Giraldo, María Teresa","2006-02-01","Borradores de Economía; No. 378","D24;L60;C23","Productividad total de los factores (PTF);Colombia;Economía regionaldatos de panel",NA,"En este documento se estimó la productividad total de los factores (PTF) y las elasticidades de los factores para la industria manufacturera colombiana, por área metropolitana y sector económico, durante el período 1975-2000, con el fin de incorporar las diferencias regionales en el análisis de la productividad. Para este fin, se utilizó la metodología de datos de panel y los desarrollos recientes de pruebas de raíz unitaria y cointegración para paneles. Para el total nacional, se obtuvo una elasticidad del trabajo de 0.85 y una del capital de 0.15. En cuanto a los parámetros de productividad, los sectores industriales más productivos son el de industria de bebidas, fabricación de sustancias químicas industriales y fabricación de papel y productos de papel. Al estimar las elasticidades factoriales tanto a nivel regional como sectorial, se encontró una gran heterogeneidad entre ellas.",NA,"spa"
"Evaluación asimétrica de una red neuronal artificial: Aplicación al caso de la inflación en Colombia","Aristizábal-Restrepo, María Clara","2006-02-01","Borradores de Economía; No. 377","C45;E37;E31","Red neuronal artificial;No linealidad;Unidad escondida;Función de activación;Rolling de pronósticos;Función de perdida Asimétrica",NA,"El objetivo de este trabajo es explorar la relación no lineal entre el dinero y la inflación en Colombia a través de una red neuronal artificial (RNA), utilizando información mensual de la variación del IPC y del agregado monetario M3, desde 01 de 1982 hasta 02 de 2005. La Constitución de 1991 le otorgo al Banco de la República la responsabilidad de velar por la estabilidad de precios. Este hecho, sumado al rezago con el que las políticas monetarias afectan a su variable objetivo, en este caso la inflación, hace indispensable para las autoridades monetarias, contar con los mejores modelos para pronosticarla y guiar sus decisiones de política. Las RNA aparecen como una excelente alternativa para lograr este propósito, dado el comportamiento intrínsecamente no lineal exhibido por la relación entre estas variables. El presente trabajo incorpora algunas innovaciones en la modelación de dinero e inflación, que permiten generar pronósticos más confiables, debido a que el modelo se aproxima con 05r exactitud a la realidad. Tales innovaciones se refieren a una selección mas sofisticada de los rezagos significativos que deben ser incorporados en el modelo, una construcción de pronósticos que actualiza su base de datos y una función de costos asimétricos para su evaluación.",NA,"spa"
"Evaluación de pronósticos del tipo de cambio utilizando redes neuronales y funciones de perdida asimétricas","Jalil-Barney, Munir Andrés;Misas A., Martha","2006-02-01","Borradores de Economía; No. 376","C22;F31;C53","Tipo de cambio;Redes neuronales artificiales;Evaluación de pronóstico.",NA,"El presente trabajo compara especificaciones lineales y no lineales (expresadas en redes neuronales artificiales) ajustadas a la variación porcentual diaria del tipo de cambio utilizando para ello funciones de costo tradicionales (simétricas) a la vez que se introduce el análisis asimétrico. Los resultados muestran que las redes neuronales permiten obtener mejores pronósticos con ambos tipos de funciones de costos. Sin embargo, es de anotar que cuando se evalúan los pronósticos con funciones asimétricas, el modelo no lineal supera ampliamente a su contraparte lineal.",NA,"spa"
"Modelos para la inflación básica de bienes transables y no transables en Colombia","Torres, José Luis","2006-02-01","Borradores de Economía; No. 365","C45;E37;E31","Inflación;Curva de Phillips no lineal;Redes neuronales artificiales;Mínimos cuadrados flexibles",NA,"En este trabajo se estiman modelos de corto plazo para pronosticar la inflación de bienes transables y no transables en Colombia. Estos modelos no existían en el Banco Central antes de 2004 y son de gran utilidad para la toma de decisiones de política monetaria. También se evalúan los beneficios, en términos de análisis y de capacidad pronóstico, de utilizar métodos que capturen la posible no linealidad de la curva de Phillips en los datos colombianos. Aunque existen diferentes razones que justifican una relación no lineal de corto plazo entre producto e inflación, cada una de ellas sugiere una forma diferente para la curva. Por esta razón, se utilizan redes neuronales artificiales (ANN) y los mínimos cuadrados flexibles (FLS), procedimientos que tienen la gran ventaja de que no imponen de antemano ninguna forma funcional que pueda sesgar los resultados. Una vez se hace la estimación de los modelos de inflación de transables y de no transables, se comparan los pronósticos de estos dos modelos no lineales con los de dos estimaciones lineales, se analizan las funciones de impulso respuesta de cada uno de los modelos y además se realiza una prueba de no linealidad. Se encuentra que la  curva de Phillips en Colombia podría ser no lineal  y por tanto resulta pertinente considerar modelos no lineales para su estimación.   Finalmente, con estos modelos se intenta explicar el proceso de desinflación que ha vivido la economía colombiana en los últimos años tanto en la inflación de transables, como en la de no transables.",NA,"spa"
"Spillovers from foreign direct investment: within or between industries?","Kugler, Maurice","2006-02-01","Borradores de Economía; No. 369","F21;F43;O41;C52;F23","Inflación;Curva de Phillips no lineal;Redes neuronales artificiales;Mínimos cuadrados flexibles","Foreign direct investment;Inter-industry spillovers;Generic technology;Vertical linkages;Absorptive capacity",NA,"This paper contributes an estimation framework to measure both technological and linkage externalities from foreign direct investment (FDI). Empirical research dealt mainly with intra-industry spillovers from FDI with restrictive treatment of inter-indust","spa"
"Foreign and domestic firms in Colombia: how do they differ?","Rowland, Peter","2006-02-01","Borradores de Economía; No. 375","G11;F41","Inflación;Curva de Phillips no lineal;Redes neuronales artificiales;Mínimos cuadrados flexibles","Foreign;Domestic;Firms;Colombia",NA,"This paper studies foreign and domestic firms in Colombia and, in particular, whether these firms behave differently.   The study uses a dataset containing the 2003 balance sheets and income statements for some 7,001 firms. The dataset was obtained from t","spa"
"La productividad y sus determinantes: el caso de la industria colombiana","Echavarría-Soto, Juan José;Arbeláez, María Angélica;Rosales, María Fernanda","2006-02-01","Borradores de Economía; No. 374","L51;L60","Productividad;Industria;Colombiana",NA,"Se analiza en este estudio la dinámica la productividad de la industria colombiana en el período 1981-2002. Para ello, se realizan cálculos de la productividad total de los factores (PTF) usando técnicas semiparamétricas con datos a nivel de planta. Se muestra que la productividad multifactorial no cayó en Colombia ni en los 1980s ni en los 1990s cuando se miden adecuadamente los factores e insumos y cuando se trabaja con metodologías econométricas adecuadas. Pero puede llegarse fácilmente a la conclusión contraria cuando se trabaja con técnicas econométricas estándar como mínimos cuadrados ordinarios o efectos fijos, o cuando no se realizan los ""ajustes"" necesarios por utilización de capacidad, por valoración incorrecta del stock inicial de capital, y por la calificación de la mano de obra. El trabajo sugiere que la productividad creció más en los 1990s que en los 1980s, en buena parte gracias al impacto de las reformas económicas adoptadas a comienzo de la década, y que la evolución favorable de la productividad ha estado asociada con la apertura ""hacia dentro"" (i.e. altas importaciones y bajos aranceles y para-aranceles) más que con las 05res exportaciones y subsidios a las exportaciones. En Colombia innovan más las plantas que crecen (o grandes), aquellas con alta inversión (o con alta relación capital-trabajo), con bajos niveles de deuda, y aquellas que operan en sectores poco concentrados. La inversión extranjera no ha sido un factor importante en la innovación de las empresas.",NA,"spa"
"A regional study of the colombian corporate sector: differences, trends and developments in different cities","Rowland, Peter","2006-02-01","Borradores de Economía; No. 373","E52;E31","Productividad;Industria;Colombiana","Regional;Colombian;Corporate sector",NA,"The study presented here looks at the Colombian corporate sector broken down by city.  In particular, it studies the eight main cities of the country.  It is an initial study, maybe the first of its kind, and it aims to act as a foundation for future rese","spa"
"Migrant remittances, human capital formation and job creation externalities in Colombia","Kugler, Maurice","2006-02-01","Borradores de Economía; No. 370","J69;F22;F36;O11","Productividad;Industria;Colombiana","Migrant remittances;Education;Brain gain;Job creation",NA,"In this paper we model the effect of migrant remittances on job creation and human capital formation, given migration prospects. Model calibration of deep parameters was performed with data from the AMCO survey on migration and remittances. The simulation","spa"
"Índice de precios de la vivienda usada en Colombia-IPVU: método de ventas repetidas","Escobar-Potes, Julio;Huertas-Campos, Carlos Alfonso;Mora-Pérez, Dora Alicia;Romero-Chamorro, José Vicente","2006-02-01","Borradores de Economía; No. 368","E31;D11;D13","Í ndice de precios;Cálculo del IPVU",NA,"En este documento se presenta un Índice de Precios de Vivienda Usada (IPVU) para Colombia (1988 y 2004), calculado a partir de una adaptación de la metodología de ventas repetidas ponderadas propuesta por Case y Shiller (1989). En su construcción se usaron 26.189 avalúos de las mismas viviendas en distintos periodos de tiempo, según la información suministrada por las principales entidades que ofrecen crédito hipotecario en el país. El respaldo matemático que subyace del modelo, la amplia literatura existente y las bondades del método seleccionado frente a las limitaciones de información disponible en el país, lo hacen el más recomendable para iniciar un proceso de medición de precios de vivienda usada. En esta primera etapa de publicación se pretende dar a conocer la metodología de cálculo del IPVU y sus resultados, con el objeto de atender los diferentes comentarios de los gremios, comunidad académica y público en general. Por lo tanto, el IPVU debe ser visto como un indicador provisional, que puede servir como punto de partida para futuras investigaciones sobre el tema. Con respecto a los resultados del IPVU, se encontró que los cambios del índice son mas ""suaves"", pero con tendencia similar a los mostrados por otros índices de precios de los inmuebles calculados en Colombia. El IPVU muestra un auge del valor de dichos activos en la primera mitad de la década de los noventa y un posterior declive hasta el 2001, fecha a partir de la cual se vienen presentando incrementos del índice.",NA,"spa"
"Exchange rate targeting in a small open economy","Bang-Nielsen, Mette Ersbak","2006-02-01","Borradores de Economía; No. 367","E52;F41","Í ndice de precios;Cálculo del IPVU","Flexible inflation targeting;Exchange rates;Fear of floating",NA,"The paper develops a New Keynesian Small Open Economy Model characterized by external habit formation and Calvo price setting with dynamic inflation updating. The model is used to analyze the effect of nominal ex-change rate targeting on optimal policy an","spa"
"The 90-day DTF interest rate: why does it remain constant?","Rowland, Peter","2006-02-01","Borradores de Economía; No. 371","E42;E61;E52;E63","Í ndice de precios;Cálculo del IPVU","DTF Interest;Monetary policy",NA,"The 90-day DTF rate is the main benchmark interest rate in Colombia.  Since mid-July 2002 this rate has remained more or less constant at around 7.8 percent. More importantly, it did not react to any of two 100-basis-point increases in the overnight repo","spa"
"House prices and monetary policy in Colombia","López-Piñeros, Martha Rosalba","2006-02-01","Borradores de Economía; No. 372","E32;E40;E47;E52","Í ndice de precios;Cálculo del IPVU","House price bubbles;Interest rate rules;Monetary policy;Inflation targeting",NA,"This paper investigates the possible responses of an inflation-targeting monetary policy in the face of asset price deviations from fundamental values.Focusing on the housing sector of the Colombian economy, we consider a general equilibrium model with fr","spa"
"Capital account controls, Bank's efficiency, growth and macroeconomic volatility in the FLAR's member countries","Mora, Humberto;Rincón-Castro, Hernán","2006-01-01","Borradores de Economía; No. 364","F33;G14;F41;F36;G21;G18;F32;C51;C52","Í ndice de precios;Cálculo del IPVU","Capital account controls;Efficiency of the banking sector;Economic growth;Macroeconomic volatility;SUR;Cointegration;Arellano and bond estimator;Instrumental variables",NA,"This paper evaluates the effects of capital account controls adopted in the past years by the FLAR’s member countries (Bolivia, Colombia, Costa Rica, Ecuador, Perú and Venezuela) on the efficiency of the banking sector, the economic growth and the volatil","spa"
"Comportamiento reciente (2000-2005) del sector floricultor colombiano","Tenjo-Galarza, Fernando;Montes-Uribe, Enrique;Martínez-T., Jorge","2006-01-01","Borradores de Economía; No. 363","E31;J11;E30","Sector floricultor",NA,"Por varias décadas el sector floricultor colombiano ha contribuido a la generación de divisas y a la modernización de su mercado de trabajo. Recientemente, atraviesa por una difícil situación económica, marcada por pérdidas crecientes de un grupo también en aumento de productores. Existe también un porcentaje importante que continúan obteniendo ganancias en su negocio, auque a tasas bajas. El presente trabajo explora los factores que ayudan a explicar dicha situación en el período 2000-2005. Se analizan las características del mercado de exportación, la producción nacional y, para una muestra de 146 empresas, la evolución de los ingresos operacionales, costos, utilidades y rentabilidad. Los resultados indican que la coyuntura actual  puede asociarse a la evolución reciente de la tasa de cambio y la consiguiente revaluación del peso que ha afectado  los ingresos de los exportadores de flores, en particular en el año 2004; y a los altos costos directos, afectados especialmente por salarios reales y costos de transporte e insumos.",NA,"spa"
"El impacto del Tratado de Libre Comercio con Estados Unidos (TLC) en la balanza de pagos hasta 2010","Toro-Córdoba, Jorge Hernán;Alonso-Masmela, Gloria Amparo;Esguerra-Umaña, María del Pilar;Garrido, Daira;Iregui-Bohórquez, Ana María;Montes-Uribe, Enrique","2006-01-01","Borradores de Economía; No. 362","F47;F31;F13;F17;F21","Tratado de libre comercio",NA,"Este trabajo evalúa el posible impacto del Tratado de Libre Comercio entre Colombia y Estados Unidos sobre los principales rubros de la balanza de pagos, para el período 2007-2010. Para la estimación de los efectos del TLC sobre el comercio de bienes se utilizó un Modelo Multisectorial de Equilibrio General. Adicionalmente, se usaron otros métodos de proyección para las cuentas de servicios y para la inversión extranjera directa (IED). Los resultados muestran que el TLC generaría un aumento del comercio total de Colombia de más de tres puntos del PIB, y un aumento de la IED superior a US$2.300 millones. Puesto que estas proyecciones se circunscriben a un horizonte de tiempo específico, la evaluación de dicho impacto es parcial y posiblemente subestima el efecto total del acuerdo. Por una parte, no se tiene en cuenta el posible surgimiento de nuevas actividades de exportación o importación. Por otro lado, el cálculo de los flujos de IED inducidos por la firma del tratado son conservadores de acuerdo a la experiencia de otros países que han firmado tratados comerciales similares.",NA,"spa"
"El proceso colombiano de desindustrialización","Echavarría-Soto, Juan José;Villamizar-Villegas, Mauricio","2006-01-01","Borradores de Economía; No. 361","E43;H60;E32;E31","Desindustrialización",NA,"El Proceso Colombiano de Desindustrialización El proceso Colombiano de Desindustrialización*Juan José EchavarríaMauricio Villamizar (Con la colaboración de Juanita González)   Resumen El proceso colombiano de industrialización tuvo corta duración. El despegue comenzó en la década de los años 1930s, cuarenta años más tarde que en Argentina, Brasil, Chile o México, y la industria (especialmente la moderna) perdió dinamismo desde los 1960s (empleo) y 1970s (producción). Se trata de dinámicas mundiales parcialmente relacionadas con la productividad relativa del sector y con el impacto de la política económica. La política económica jugó un papel central en la dinámica de la industria. El bajo desarrollo del sector financiero ha restringido el crecimiento del sector, obligando a las firmas a depender exageradamente de utilidades reinvertidas costosas, aún cuando la liberalización financiera de los 1990s tuvo un impacto positivo en materia de productividad. Algo similar sucedió con la apertura arancelaria y para-arancelaria adoptada en ese mismo período. La evidencia empírica confirma que hoy se cuenta con un sector industrial moderno mucho más competitivo, preparado para afrontar el reto de la globalización.",NA,"spa"
"Tramo corto de la curva de rendimientos, cambio de régimen inflacionario y expectativas de inflación en Colombia","Arango-Thomas, Luis Eduardo;Flórez, Luz Adriana","2005-12-01","Borradores de Economía; No. 360","E31;H60;E32;E43","Estructura a plazo;Tasas de interés;Ecuación de Fisher;Prima de riesgo;Regímenes inflacionarios",NA,"La consideración de la prima de riesgo de inflación en la ecuación de Fisher y los cambios de Régimen inflacionario en Colombia durante los últimos años nos permiten examinar la hipótesis de linealidad para los diferenciales esperados de inflación entre 6 y 12 meses adelante construidos suponiendo cuatro mecanismos de formación de expectativas sobre la inflación total futura: expectativas racionales, autorregresivas, estáticas y adaptativas. El primero de ellos se utiliza también para tres definiciones de inflación básica corrientemente empleadas por el Banco de la República. Se emplean dos conjuntos de información para examinar la hipótesis de la existencia del efecto Fisher: el IRTES y la curva cero cupón. Solamente para la inflación total y dos definiciones de inflación básica se pudo rechazar la hipótesis de linealidad. Siempre que se usa la IRTES los resultados son los que predice la teoría en signo y significancia. El contenido informativo del spread de tasas de interés es sensible al conjunto de información utilizado para construir y al mecanismo de expectativas empleado.",NA,"spa"
"El comercio exterior colombiano en el siglo XX","Villar-Gómez, Leonardo;Esguerra-Umaña, María del Pilar","2005-11-11","Borradores de Economía; No. 358","E37;E31","Comercio exterior",NA,"Este artículo presenta una visión de la política de comercio exterior de Colombia durante el Siglo XX. A diferencia de otros trabajos sobre la historia económica colombiana, la política proteccionista no es vista acá como un dato exógeno, producto de voluntades políticas o ideologías. Se argumenta en cambio que dicha política fue en buena medida  resultado de las restricciones fiscales que imperaban en las primeras décadas del siglo y de la escasez estructural de divisas que se experimentó entre los años treinta y los años sesenta. La relativa liberalización que tuvo lugar en los veinte y, de forma más permanente, a partir de los setenta, sólo fue posible por incrementos en la generación de ingresos por exportaciones y por el 05r acceso a recursos financieros internacionales que caracterizó esos períodos. Esta argumentación facilita la comprensión de dos características del comportamiento de la tasa de cambio real a lo largo del siglo. La primera de ellas es la tendencia de largo plazo hacia la depreciación real del peso, la cual es explicada por una reducción sostenida en los costos de transporte –particularmente fuerte en la primera mitad del siglo- y por un proceso de liberalización de la política comercial a partir de la década de los sesenta. La segunda característica tiene que ver con las fluctuaciones que presentó la tasa de cambio real alrededor de su tendencia de largo plazo, en las cuales los períodos de 05r apreciación del peso típicamente coincidieron con los de 05r liberalidad de la política comercial. Esta característica es aparentemente contradictoria con la anterior en cuanto a la correlación entre política comercial y tasa de cambio real. La paradoja se explica precisamente por la endogeneidad de la política comercial, ya que esta se liberalizaba en los mismos períodos de abundancia de divisas en los cuales se manifestaban presiones temporales hacia la apreciación cambiaria.",NA,"spa"
