"word","score","polarity"
"ciencia_ficción",0.25,"positive"
"ciencia_médica",0.25,"positive"
"científico",0.25,"positive"
"cierre_hermético",0.25,"positive"
"cinta_de_audio",0.25,"positive"
"circunflejo",0.25,"positive"
"circunscrito",0.25,"positive"
"ciruela",0.25,"positive"
"ciudad_prospera",0.25,"positive"
"civilizado",0.25,"positive"
"claristorio",0.25,"positive"
"clase_alta",0.25,"positive"
"climáticamente",0.25,"positive"
"club_de_atletismo",0.25,"positive"
"club_de_gimnasia",0.25,"positive"
"club_de_yate",0.25,"positive"
"clueca",0.25,"positive"
"clueco",0.25,"positive"
"clásico",0.25,"positive"
"clímax_sexual",0.25,"positive"
"coaxial",0.25,"positive"
"cobijar",0.25,"positive"
"cochino",0.25,"positive"
"cochino_lucro",0.25,"positive"
"codorniz",0.25,"positive"
"coexistir",0.25,"positive"
"cognado",0.25,"positive"
"cohesivo",0.25,"positive"
"cohesión",0.25,"positive"
"cohibido",0.25,"positive"
"cola_de_cometa",0.25,"positive"
"colegio_público",0.25,"positive"
"colimación",0.25,"positive"
"colindante",0.25,"positive"
"collada",0.25,"positive"
"colocar_burlete",0.25,"positive"
"color_crema",0.25,"positive"
"colores_protectores",0.25,"positive"
"colorido",0.25,"positive"
"columpio",0.25,"positive"
"comedia-ballet",0.25,"positive"
"comedia_de_situación",0.25,"positive"
"comentario_burlón",0.25,"positive"
"comentario_ingenioso",0.25,"positive"
"comercializado",0.25,"positive"
"comerciante_de_pornografía",0.25,"positive"
"comercio_de_armas",0.25,"positive"
"comestibilidad",0.25,"positive"
"comic",0.25,"positive"
"comité_ético",0.25,"positive"
"como_un_angel",0.25,"positive"
"como_un_reloj",0.25,"positive"
"comoda",0.25,"positive"
"compaginación",0.25,"positive"
"comparación_imaginaria",0.25,"positive"
"comparecencia",0.25,"positive"
"compañero_de_cama",0.25,"positive"
"compañero_del_alma",0.25,"positive"
"compañia_telefónica",0.25,"positive"
"compañía_de_teléfono",0.25,"positive"
"compenetrarse",0.25,"positive"
"compensación_p",0.25,"positive"
"compensado",0.25,"positive"
"competición_atlética",0.25,"positive"
"competir",0.25,"positive"
"complemento_agente",0.25,"positive"
"complemento_indirecto",0.25,"positive"
"componer_espondeos",0.25,"positive"
"composición_literaria",0.25,"positive"
"comprador",0.25,"positive"
"compresibilidad",0.25,"positive"
"computador",0.25,"positive"
"comunidad_religiosa",0.25,"positive"
"con_gran_placer",0.25,"positive"
"concebible",0.25,"positive"
"concertar",0.25,"positive"
"concertarse",0.25,"positive"
"concienciar",0.25,"positive"
"conclave",0.25,"positive"
"concluido",0.25,"positive"
"concluirse",0.25,"positive"
"concurso_atlético",0.25,"positive"
"concéntrico",0.25,"positive"
"condensado",0.25,"positive"
"condensador_eléctrico",0.25,"positive"
"condicional",0.25,"positive"
"condilion",0.25,"positive"
"confeccionar_rápidamente",0.25,"positive"
"confederado",0.25,"positive"
"confesado",0.25,"positive"
"confirmación",0.25,"positive"
"confirmado",0.25,"positive"
"confortablemente",0.25,"positive"
"confraternización",0.25,"positive"
"congeniar",0.25,"positive"
"conglomerado",0.25,"positive"
"conjuntivo",0.25,"positive"
"connatural",0.25,"positive"
"connotativo",0.25,"positive"
"conocida",0.25,"positive"
"conocido",0.25,"positive"
"conocimiento_científico",0.25,"positive"
"conquista_sexual",0.25,"positive"
"conscripción",0.25,"positive"
"consejera",0.25,"positive"
"conservatorio",0.25,"positive"
"considerable",0.25,"positive"
"consistencia",0.25,"positive"
"consolador",0.25,"positive"
"consolidador",0.25,"positive"
"consonante_africada",0.25,"positive"
"constreñirse",0.25,"positive"
"constringente",0.25,"positive"
"construir_un_desembarcadero",0.25,"positive"
"consuelda",0.25,"positive"
"consultivo",0.25,"positive"
"consultor_en_dirección_de_empresas",0.25,"positive"
"consumidor",0.25,"positive"
"contornar",0.25,"positive"
"contraejemplo",0.25,"positive"
"contraer_nupcias",0.25,"positive"
"contrafirmar",0.25,"positive"
"contrahecho",0.25,"positive"
"contrarréplica",0.25,"positive"
"contraste_BOLD",0.25,"positive"
"contrastivo",0.25,"positive"
"contrasubversión",0.25,"positive"
"contrato_aleatorio",0.25,"positive"
"contrato_bilateral",0.25,"positive"
"contrato_condicional",0.25,"positive"
"contrato_de_adhesión",0.25,"positive"
"contrato_de_matrimonio",0.25,"positive"
"contrato_de_seguro",0.25,"positive"
"contrato_matrimonial",0.25,"positive"
"contrato_prematrimonial",0.25,"positive"
"contraído",0.25,"positive"
"controlado",0.25,"positive"
"controvertido",0.25,"positive"
"contráctil",0.25,"positive"
"convalecer",0.25,"positive"
"conveniencia",0.25,"positive"
"convenio",0.25,"positive"
"conversador",0.25,"positive"
"converso",0.25,"positive"
"converso",0.25,"positive"
"convertibilidad",0.25,"positive"
"cooperador",0.25,"positive"
"coordinación",0.25,"positive"
"coordinante",0.25,"positive"
"copiosamente",0.25,"positive"
"copérnico",0.25,"positive"
"coqueteo",0.25,"positive"
"coreido",0.25,"positive"
"coronión",0.25,"positive"
"corporativismo",0.25,"positive"
"corporativo",0.25,"positive"
"corpóreo",0.25,"positive"
"correccional",0.25,"positive"
"corrección",0.25,"positive"
"corregir",0.25,"positive"
"correlativo",0.25,"positive"
"correr_libre",0.25,"positive"
"cortapisa",0.25,"positive"
"cortar_tela",0.25,"positive"
"corticalmente",0.25,"positive"
"corvo",0.25,"positive"
"corán",0.25,"positive"
"cosa_nostra",0.25,"positive"
"cosido",0.25,"positive"
"cosificación",0.25,"positive"
"cosmonave",0.25,"positive"
"cosmético",0.25,"positive"
"costilla_verdadera",0.25,"positive"
"covarianza",0.25,"positive"
"crapuloso",0.25,"positive"
"crearse",0.25,"positive"
"creencia",0.25,"positive"
"crepado",0.25,"positive"
"crepitación",0.25,"positive"
"creyente_practicante",0.25,"positive"
"criptográfico",0.25,"positive"
"criptófito",0.25,"positive"
"cristal_veneciano",0.25,"positive"
"cristalino",0.25,"positive"
"cristalino",0.25,"positive"
"cristiano",0.25,"positive"
"criterio_selectivo",0.25,"positive"
"croar",0.25,"positive"
"cronológicamente",0.25,"positive"
"cronógrafo",0.25,"positive"
"croquet",0.25,"positive"
"cruciforme",0.25,"positive"
"cruzado",0.25,"positive"
"cualidad_maternal",0.25,"positive"
"cualidad_paternal",0.25,"positive"
"cuark",0.25,"positive"
"cubierto",0.25,"positive"
"cubierto_completo",0.25,"positive"
"cubierto_de_trastos",0.25,"positive"
"cuca",0.25,"positive"
"cucamonas",0.25,"positive"
"cuchillo_de_monte",0.25,"positive"
"cuchufleta",0.25,"positive"
"cucú",0.25,"positive"
"cuenta_de_ahorro",0.25,"positive"
"cuenta_de_ahorros",0.25,"positive"
"cuenta_inactiva",0.25,"positive"
"cuerpo_de_ejército",0.25,"positive"
"cuidados",0.25,"positive"
"cultista",0.25,"positive"
"cura",0.25,"positive"
"curación",0.25,"positive"
"curarse",0.25,"positive"
"curculiónidos",0.25,"positive"
"cursiva",0.25,"positive"
"cursor",0.25,"positive"
"curvado",0.25,"positive"
"custodio",0.25,"positive"
"cuñado",0.25,"positive"
"cámara_polaroid",0.25,"positive"
"cápsula_espacial",0.25,"positive"
"cártel",0.25,"positive"
"célula_de_Weston",0.25,"positive"
"célula_de_cadmio",0.25,"positive"
"cíclopes",0.25,"positive"
"código_secreto",0.25,"positive"
"cómic",0.25,"positive"
"cómico",0.25,"positive"
"cónclave",0.25,"positive"
"dadaísmo",0.25,"positive"
"daltoniano",0.25,"positive"
"daltónico",0.25,"positive"
"dama_de_noche",0.25,"positive"
"danza_de_la_lluvia",0.25,"positive"
"danza_del_sol",0.25,"positive"
"danza_interpretativa",0.25,"positive"
"dar_a",0.25,"positive"
"dar_de_desayunar",0.25,"positive"
"dar_el_desayuno",0.25,"positive"
"dar_el_hacha",0.25,"positive"
"dar_en_el_blanco",0.25,"positive"
"dar_largas_caminatas",0.25,"positive"
"dar_llaves",0.25,"positive"
"dar_trato_de_favor",0.25,"positive"
"dar_un_manotazo",0.25,"positive"
"dar_una_permanencia",0.25,"positive"
"dar_una_visa",0.25,"positive"
"darse_cuenta",0.25,"positive"
"datable",0.25,"positive"
"de_barrido",0.25,"positive"
"de_carga",0.25,"positive"
"de_facto",0.25,"positive"
"de_paso",0.25,"positive"
"de_primos",0.25,"positive"
"deber_noble",0.25,"positive"
"decadente",0.25,"positive"
"decantación",0.25,"positive"
"dechado",0.25,"positive"
"decimal",0.25,"positive"
"decisivo",0.25,"positive"
"declaración_discreta",0.25,"positive"
"declaración_rectificatoria",0.25,"positive"
"decorativo",0.25,"positive"
"decrescendo",0.25,"positive"
"decretado",0.25,"positive"
"deducirse",0.25,"positive"
"defensor",0.25,"positive"
"deferencia",0.25,"positive"
"deforestación",0.25,"positive"
"deidad_hindú",0.25,"positive"
"dejar_claro",0.25,"positive"
"del_hipotálamo",0.25,"positive"
"delicuescente",0.25,"positive"
"delimitado",0.25,"positive"
"demulcente",0.25,"positive"
"demótico",0.25,"positive"
"denominador_común",0.25,"positive"
"densidad_relativa",0.25,"positive"
"dentudo",0.25,"positive"
"dentón",0.25,"positive"
"departamento_de_servicios",0.25,"positive"
"depilado",0.25,"positive"
"depravar",0.25,"positive"
"derecho_a_la_vida",0.25,"positive"
"derecho_al_voto",0.25,"positive"
"derechos",0.25,"positive"
"derechos_civiles",0.25,"positive"
"derechos_de_propiedad",0.25,"positive"
"derechoso",0.25,"positive"
"derivacional",0.25,"positive"
"deriverse",0.25,"positive"
"desaclopar",0.25,"positive"
"desagradable",0.25,"positive"
"desarticular",0.25,"positive"
"desatrancado",0.25,"positive"
"desbalance",0.25,"positive"
"desbordado",0.25,"positive"
"descambio",0.25,"positive"
"descargarse",0.25,"positive"
"descartado",0.25,"positive"
"descodificar",0.25,"positive"
"descolonizar",0.25,"positive"
"descomprimir",0.25,"positive"
"descomunal",0.25,"positive"
"descongelar",0.25,"positive"
"descontrol",0.25,"positive"
"descorchar",0.25,"positive"
"descuello",0.25,"positive"
"descuidarse",0.25,"positive"
"desecado",0.25,"positive"
"desechado",0.25,"positive"
"desengancharse",0.25,"positive"
"desenvolverse",0.25,"positive"
"desespero",0.25,"positive"
"desforestación",0.25,"positive"
"desglosar",0.25,"positive"
"deshacerse_de",0.25,"positive"
"desheredar",0.25,"positive"
"deshielado",0.25,"positive"
"desmedido",0.25,"positive"
"desmovilización",0.25,"positive"
"desnaturalizar",0.25,"positive"
"despegado",0.25,"positive"
"despenalización",0.25,"positive"
"despeño",0.25,"positive"
"desplazado",0.25,"positive"
"despoblación_forestal",0.25,"positive"
"destinado",0.25,"positive"
"destreza_manual",0.25,"positive"
"desvaloración",0.25,"positive"
"desvincular",0.25,"positive"
"detallar",0.25,"positive"
"detalles",0.25,"positive"
"detectado",0.25,"positive"
"detenido",0.25,"positive"
"detergente_para_lavadoras",0.25,"positive"
"detergente_para_lavavajillas",0.25,"positive"
"determinación_incansable",0.25,"positive"
"deuteranopía",0.25,"positive"
"diacrítico",0.25,"positive"
"diacrítico",0.25,"positive"
"dialéctico",0.25,"positive"
"diapiro",0.25,"positive"
"dibujo_técnico",0.25,"positive"
"diccionario_electrónico",0.25,"positive"
"dicho",0.25,"positive"
"dicótomo",0.25,"positive"
"didáctico",0.25,"positive"
"dietista",0.25,"positive"
"diferenciable",0.25,"positive"
"diflunisal",0.25,"positive"
"difusor",0.25,"positive"
"dilatado",0.25,"positive"
"diminuendo",0.25,"positive"
"dinero_de_San_Pedro",0.25,"positive"
"dinero_sucio",0.25,"positive"
"dios_del_Mar",0.25,"positive"
"diploma",0.25,"positive"
"diplomado_en_enfermería",0.25,"positive"
"diplomatura",0.25,"positive"
"diptongo",0.25,"positive"
"dirigente",0.25,"positive"
"dirk",0.25,"positive"
"discrecional",0.25,"positive"
"disfrute",0.25,"positive"
"disimulado",0.25,"positive"
"disjunto",0.25,"positive"
"dispar",0.25,"positive"
"dispersor",0.25,"positive"
"disponerse",0.25,"positive"
"distanciado",0.25,"positive"
"distintividad",0.25,"positive"
"distribución_binomial",0.25,"positive"
"distribuidor",0.25,"positive"
"disyunto",0.25,"positive"
"divinidad_hindú",0.25,"positive"
"divisorio",0.25,"positive"
"divorcio",0.25,"positive"
"doble_negación",0.25,"positive"
"doctor_en_educación",0.25,"positive"
"doctor_en_investigación",0.25,"positive"
"doctorado_honoris_causa",0.25,"positive"
"doctrina_religiosa",0.25,"positive"
"doctrina_teológica",0.25,"positive"
"doctrinario",0.25,"positive"
"documentación",0.25,"positive"
"documentar",0.25,"positive"
"domesticación",0.25,"positive"
"domiciliar",0.25,"positive"
"dominio_absoluto",0.25,"positive"
"doo_wop",0.25,"positive"
"doparse",0.25,"positive"
"dotar",0.25,"positive"
"doxología",0.25,"positive"
"dracunculoideos",0.25,"positive"
"drama_musical",0.25,"positive"
"drenaje",0.25,"positive"
"drive-in",0.25,"positive"
"droga_dura",0.25,"positive"
"drogado",0.25,"positive"
"dueño_de_la_casa",0.25,"positive"
"duodecimal",0.25,"positive"
"duque",0.25,"positive"
"duración_del_servicio",0.25,"positive"
"día_solar",0.25,"positive"
"dúmper",0.25,"positive"
"echarse_el_pollo",0.25,"positive"
"eclecticismo",0.25,"positive"
"ecléctico",0.25,"positive"
"eco_del_eco",0.25,"positive"
"ecoico",0.25,"positive"
"ecológicamente",0.25,"positive"
"ecosistema",0.25,"positive"
"educación",0.25,"positive"
"educación_especial",0.25,"positive"
"educación_superior",0.25,"positive"
"edulcorar",0.25,"positive"
"eferente",0.25,"positive"
"eje_de_mando",0.25,"positive"
"eje_motor",0.25,"positive"
"ejecutivo",0.25,"positive"
"el_abominable_hombre_de_las_nieves",0.25,"positive"
"elación",0.25,"positive"
"electivo",0.25,"positive"
"electrificación",0.25,"positive"
"electrizante",0.25,"positive"
"electrodoméstico",0.25,"positive"
"electroforesis",0.25,"positive"
"eligibilidad",0.25,"positive"
"eliminable",0.25,"positive"
"elite",0.25,"positive"
"elitismo",0.25,"positive"
"elucidar",0.25,"positive"
"emancipar",0.25,"positive"
"embelesamiento",0.25,"positive"
"embellecer_lo_perfecto",0.25,"positive"
"embrujado",0.25,"positive"
"emir",0.25,"positive"
"emisión_termal",0.25,"positive"
"emoliente",0.25,"positive"
"emotividad",0.25,"positive"
"empalagar",0.25,"positive"
"empantanar",0.25,"positive"
"empatado",0.25,"positive"
"empatizar",0.25,"positive"
"empenachado",0.25,"positive"
"empequeñecido",0.25,"positive"
"emperejilar",0.25,"positive"
"empeñado",0.25,"positive"
"empiricismo",0.25,"positive"
"empollado",0.25,"positive"
"empresa_de_contabilidad",0.25,"positive"
"empresa_de_subastas",0.25,"positive"
"empírico",0.25,"positive"
"emulgente",0.25,"positive"
"en_compañía",0.25,"positive"
"en_flecha",0.25,"positive"
"en_la_diana",0.25,"positive"
"en_la_onda",0.25,"positive"
"en_la_práctica",0.25,"positive"
"en_realidad",0.25,"positive"
"en_rojo",0.25,"positive"
"en_términos_biológicos",0.25,"positive"
"en_términos_geométricos",0.25,"positive"
"en_términos_gráficos",0.25,"positive"
"en_términos_patológicos",0.25,"positive"
"en_términos_sexuales",0.25,"positive"
"en_términos_sociobiológicos",0.25,"positive"
"en_términos_sociolingüísticos",0.25,"positive"
"en_uso",0.25,"positive"
"enamorado",0.25,"positive"
"enanez",0.25,"positive"
"enano",0.25,"positive"
"encaje_de_aplicación",0.25,"positive"
"encarnado",0.25,"positive"
"encasquillar",0.25,"positive"
"encerado",0.25,"positive"
"enciclopedia",0.25,"positive"
"enciclopedista",0.25,"positive"
"encogido",0.25,"positive"
"encomendar",0.25,"positive"
"encortinado",0.25,"positive"
"encortinar",0.25,"positive"
"encuadernar",0.25,"positive"
"encuentro_multitudinario",0.25,"positive"
"encumbramiento",0.25,"positive"
"endoenergético",0.25,"positive"
"endogamia",0.25,"positive"
"endorsement",0.25,"positive"
"endorso",0.25,"positive"
"endosante",0.25,"positive"
"endoso",0.25,"positive"
"endulzado",0.25,"positive"
"endulzar",0.25,"positive"
"enfadadizo",0.25,"positive"
"enfortalecimiento",0.25,"positive"
"engrosar",0.25,"positive"
"engruesar",0.25,"positive"
"engualdrapado",0.25,"positive"
"enlazarse",0.25,"positive"
"enmaderado",0.25,"positive"
"enología",0.25,"positive"
"enrielar",0.25,"positive"
"ensanchador",0.25,"positive"
"enseñanza",0.25,"positive"
"enseñanza_superior",0.25,"positive"
"entallado",0.25,"positive"
"enterar",0.25,"positive"
"entidad_física",0.25,"positive"
"entono",0.25,"positive"
"entorpecedor",0.25,"positive"
"entreabierto",0.25,"positive"
"entrenador",0.25,"positive"
"entrenadora",0.25,"positive"
"entretener",0.25,"positive"
"entrevía_estándar",0.25,"positive"
"envalentonamiento",0.25,"positive"
"enverdecer",0.25,"positive"
"enverdecerse",0.25,"positive"
"envigar",0.25,"positive"
"eosinófilo",0.25,"positive"
"epigrama",0.25,"positive"
"epimórfico",0.25,"positive"
"epinefrina",0.25,"positive"
"epistemología",0.25,"positive"
"equipo_de_defensa",0.25,"positive"
"equipo_de_radioterapia",0.25,"positive"
"equipotencial",0.25,"positive"
"ergotropismo",0.25,"positive"
"erinaceidos",0.25,"positive"
"erogación",0.25,"positive"
"erradicable",0.25,"positive"
"error_de_hardware",0.25,"positive"
"escanciador",0.25,"positive"
"escanciano",0.25,"positive"
"escarceo",0.25,"positive"
"escorpiones",0.25,"positive"
"escote_imperio",0.25,"positive"
"escritura_fiduciaria",0.25,"positive"
"escrupulosamente",0.25,"positive"
"escuchar_atentamente",0.25,"positive"
"escuela_de_baile",0.25,"positive"
"escuela_de_música",0.25,"positive"
"escuela_de_pensamiento",0.25,"positive"
"escuela_pública",0.25,"positive"
"esculpido",0.25,"positive"
"escurridera",0.25,"positive"
"escurridero",0.25,"positive"
"escurridizo",0.25,"positive"
"escénicamente",0.25,"positive"
"esgrima",0.25,"positive"
"esgrimista",0.25,"positive"
"esotérico",0.25,"positive"
"espacial",0.25,"positive"
"espadachín",0.25,"positive"
"espaldar",0.25,"positive"
"espaldera",0.25,"positive"
"espaldudo",0.25,"positive"
"esparcido",0.25,"positive"
"espatulado",0.25,"positive"
"especialista",0.25,"positive"
"especializar",0.25,"positive"
"especiero",0.25,"positive"
"espectrofotómetro",0.25,"positive"
"espejito",0.25,"positive"
"espesado",0.25,"positive"
"espiritual_negro",0.25,"positive"
"esponjoso",0.25,"positive"
"esposar",0.25,"positive"
"espíritu_de_cuerpo",0.25,"positive"
"espíritu_de_equipo",0.25,"positive"
"estabilizado",0.25,"positive"
"estable",0.25,"positive"
"estabular",0.25,"positive"
"estado_de_guerra",0.25,"positive"
"estado_libre",0.25,"positive"
"estadísticamente",0.25,"positive"
"estampido",0.25,"positive"
"estampido_sónico",0.25,"positive"
"estampilla",0.25,"positive"
"estandarizar",0.25,"positive"
"estandarte",0.25,"positive"
"estante",0.25,"positive"
"estar_activo",0.25,"positive"
"estar_despierto",0.25,"positive"
"estar_lleno",0.25,"positive"
"estar_seguro_de",0.25,"positive"
"estatuario",0.25,"positive"
"estatus_de_antigüedad",0.25,"positive"
"estatus_superior",0.25,"positive"
"estelar",0.25,"positive"
"estentóreo",0.25,"positive"
"estepa",0.25,"positive"
"esteticién",0.25,"positive"
"esthéticienne",0.25,"positive"
"estilizado",0.25,"positive"
"estilo_arquitectónico",0.25,"positive"
"estilo_libre",0.25,"positive"
"estimador",0.25,"positive"
"estimulante",0.25,"positive"
"estipulado",0.25,"positive"
"estomatópodo",0.25,"positive"
"estrella_guía",0.25,"positive"
"estribera",0.25,"positive"
"estructurar",0.25,"positive"
"estudios_literarios",0.25,"positive"
"estupefacto",0.25,"positive"
"eterno_enamorado",0.25,"positive"
"etiquetado",0.25,"positive"
"etnocentrismo",0.25,"positive"
"etnología",0.25,"positive"
"etosuximida",0.25,"positive"
"eugénico",0.25,"positive"
"euritmia",0.25,"positive"
"evadir",0.25,"positive"
"evaluación_crítica",0.25,"positive"
"evaporable",0.25,"positive"
"evento_fortuito",0.25,"positive"
"evento_social",0.25,"positive"
"evitación",0.25,"positive"
"exaltado",0.25,"positive"
"examinar_animales",0.25,"positive"
"exclamativo",0.25,"positive"
"exclamatorio",0.25,"positive"
"exclusividad",0.25,"positive"
"excusable",0.25,"positive"
"exiliado",0.25,"positive"
"existencialismo",0.25,"positive"
"existir",0.25,"positive"
"exoenergético",0.25,"positive"
"expandido",0.25,"positive"
"expansible",0.25,"positive"
"expansión",0.25,"positive"
"experiencial",0.25,"positive"
"experto",0.25,"positive"
"expiar",0.25,"positive"
"exposímetro",0.25,"positive"
"expresionismo_abstracto",0.25,"positive"
"express",0.25,"positive"
"expurgado",0.25,"positive"
"extensivo",0.25,"positive"
"externalidad",0.25,"positive"
"externar",0.25,"positive"
"extinguible",0.25,"positive"
"extra",0.25,"positive"
"extramatrimonial",0.25,"positive"
"extraordinario",0.25,"positive"
"f",0.25,"positive"
"faceta",0.25,"positive"
"factibilidad",0.25,"positive"
"factor_de_disponibilidad",0.25,"positive"
"factual",0.25,"positive"
"factura_del_teléfono",0.25,"positive"
"facultades",0.25,"positive"
"facultativo",0.25,"positive"
"faetón",0.25,"positive"
"fajina",0.25,"positive"
"falce",0.25,"positive"
"falciforme",0.25,"positive"
"falseado",0.25,"positive"
"falsificar_elecciones",0.25,"positive"
"faltar_a_la_palabra",0.25,"positive"
"falócrata",0.25,"positive"
"familia_Bufonidae",0.25,"positive"
"familia_Crocodylidae",0.25,"positive"
"familia_Curculionidae",0.25,"positive"
"familia_Dracunculidae",0.25,"positive"
"familia_Erinaceidae",0.25,"positive"
"familia_Percidae",0.25,"positive"
"familia_Sepiidae",0.25,"positive"
"familiarización",0.25,"positive"
"fantasma",0.25,"positive"
"farde",0.25,"positive"
"farmacocinética",0.25,"positive"
"farmacológicamente",0.25,"positive"
"fasiánido",0.25,"positive"
"favor",0.25,"positive"
"fechable",0.25,"positive"
"fedelline",0.25,"positive"
"felicidad_absoluta",0.25,"positive"
"fermento",0.25,"positive"
"fervor",0.25,"positive"
"festejar",0.25,"positive"
"festividad__cristiana",0.25,"positive"
"festividad_cristiana",0.25,"positive"
"festividad_judía",0.25,"positive"
"feudalismo",0.25,"positive"
"fiesta",0.25,"positive"
"figurado",0.25,"positive"
"fijeza",0.25,"positive"
"filial",0.25,"positive"
"filosofía_empírica",0.25,"positive"
"financiado",0.25,"positive"
"financiar",0.25,"positive"
"finitud",0.25,"positive"
"firmante",0.25,"positive"
"flagrante",0.25,"positive"
"flexión_de_pierna",0.25,"positive"
"flexuoso",0.25,"positive"
"flipado",0.25,"positive"
"flirt",0.25,"positive"
"flirteo",0.25,"positive"
"floreado",0.25,"positive"
"fluorescente",0.25,"positive"
"fogata",0.25,"positive"
"fonación",0.25,"positive"
"fondo_de_pensiones",0.25,"positive"
"forma_de_hablar",0.25,"positive"
"formalizar",0.25,"positive"
"formulado",0.25,"positive"
"forrado_de_madera",0.25,"positive"
"fotoquímica",0.25,"positive"
"fotosfera",0.25,"positive"
"fotómetro",0.25,"positive"
"foulard",0.25,"positive"
"foxterrier",0.25,"positive"
"fragante",0.25,"positive"
"fraguar",0.25,"positive"
"francófono",0.25,"positive"
"franela",0.25,"positive"
"franqueza",0.25,"positive"
"franquicia",0.25,"positive"
"fraseología",0.25,"positive"
"fraternización",0.25,"positive"
"frazada",0.25,"positive"
"frecuente",0.25,"positive"
"fuerza_motriz",0.25,"positive"
"fuerzas_de_seguridad",0.25,"positive"
"fulgurar",0.25,"positive"
"funcionario_público",0.25,"positive"
"fundación_privada",0.25,"positive"
"fundamentos",0.25,"positive"
"fusiforme",0.25,"positive"
"fusil_de_juguete",0.25,"positive"
"fácil",0.25,"positive"
"gabela",0.25,"positive"
"gafete",0.25,"positive"
"gag",0.25,"positive"
"galleta_de_pasas_y_nueces",0.25,"positive"
"galleta_de_uvas_pasas_y_nueces",0.25,"positive"
"galvanómetro_balístico",0.25,"positive"
"gambito",0.25,"positive"
"ganancias",0.25,"positive"
"ganar_neto",0.25,"positive"
"ganoideos",0.25,"positive"
"garantizador",0.25,"positive"
"garla",0.25,"positive"
"garrucha",0.25,"positive"
"gasolinera",0.25,"positive"
"gastos",0.25,"positive"
"gazmoño",0.25,"positive"
"generativo",0.25,"positive"
"genialidad",0.25,"positive"
"gentil",0.25,"positive"
"genus_bacillus",0.25,"positive"
"genus_hyphantria",0.25,"positive"
"genus_ipomoea",0.25,"positive"
"genus_nomia",0.25,"positive"
"genus_pezophaps",0.25,"positive"
"genus_phthirius",0.25,"positive"
"genus_phthirus",0.25,"positive"
"genus_rattus",0.25,"positive"
"genético",0.25,"positive"
"geográficamente",0.25,"positive"
"geológicamente",0.25,"positive"
"geometría_no-euclideana",0.25,"positive"
"geométricamente",0.25,"positive"
"geométrico",0.25,"positive"
"geopolítica",0.25,"positive"
"germanismo",0.25,"positive"
"germanoparlante",0.25,"positive"
"gestión",0.25,"positive"
"geógrafo",0.25,"positive"
"gigantesco",0.25,"positive"
"gimnasia_rítmica",0.25,"positive"
"gimnasta",0.25,"positive"
"gimnástico",0.25,"positive"
"ginandromorfo",0.25,"positive"
"gincana",0.25,"positive"
"glamour",0.25,"positive"
"glasear",0.25,"positive"
"globalizar",0.25,"positive"
"globo_del_ojo",0.25,"positive"
"globo_ocular",0.25,"positive"
"globoso",0.25,"positive"
"globuloso",0.25,"positive"
"glorificación",0.25,"positive"
"gluglutear",0.25,"positive"
"gobernante",0.25,"positive"
"gobernanza",0.25,"positive"
"goleador",0.25,"positive"
"golf",0.25,"positive"
"goteado",0.25,"positive"
"gramófono",0.25,"positive"
"gravable",0.25,"positive"
"gravamen",0.25,"positive"
"grogui",0.25,"positive"
"grua_derrick",0.25,"positive"
"grupal",0.25,"positive"
"guante_de_golf",0.25,"positive"
"guantes_de_cabritilla",0.25,"positive"
"guardia_de_banco",0.25,"positive"
"guillame",0.25,"positive"
"guitarra_eléctrica",0.25,"positive"
"gula",0.25,"positive"
"gymkhana",0.25,"positive"
"gárgaras",0.25,"positive"
"género_Hyphantria",0.25,"positive"
"género_ipomoea",0.25,"positive"
"habilitado",0.25,"positive"
"habitabilidad",0.25,"positive"
"habitación_de_hospital",0.25,"positive"
"hacer_amigos",0.25,"positive"
"hacer_autostop",0.25,"positive"
"hacer_concesiones",0.25,"positive"
"hacer_concesiones_mutuas",0.25,"positive"
"hacer_descarrilar",0.25,"positive"
"hacer_ejercicio",0.25,"positive"
"hacer_entender",0.25,"positive"
"hacer_formas_aserradas",0.25,"positive"
"hacer_percibir",0.25,"positive"
"hacer_un_compromiso",0.25,"positive"
"hacer_un_pase",0.25,"positive"
"hacer_un_revés",0.25,"positive"
"hacer_un_tour",0.25,"positive"
"hacer_un_voto",0.25,"positive"
"hacer_voto",0.25,"positive"
"hacerse_amigo_de",0.25,"positive"
"hastiarse",0.25,"positive"
"hechizado",0.25,"positive"
"hemostático",0.25,"positive"
"heredable",0.25,"positive"
"hereditable",0.25,"positive"
"hermetismo",0.25,"positive"
"herrerasauridae",0.25,"positive"
"herrerasaurus",0.25,"positive"
"heterodáctilo",0.25,"positive"
"heterometábolo",0.25,"positive"
"heterosexismo",0.25,"positive"
"heurística",0.25,"positive"
"hialino",0.25,"positive"
"hidrofítico",0.25,"positive"
"hidrogenar",0.25,"positive"
"hidrófilo",0.25,"positive"
"hierro_ondulado",0.25,"positive"
"higiene_dental",0.25,"positive"
"higienizar",0.25,"positive"
"hinayanismo",0.25,"positive"
"hincar_el_diente",0.25,"positive"
"hinduismo",0.25,"positive"
"hinduísmo_ortodoxo",0.25,"positive"
"hiosciamina",0.25,"positive"
"hipercapnia",0.25,"positive"
"hipercrítico",0.25,"positive"
"hiperglucemia",0.25,"positive"
"hipertrofiado",0.25,"positive"
"hipopnea",0.25,"positive"
"hoguera_de_campamento",0.25,"positive"
